CNPJ_FUNDO;DENOM_SOCIAL;CLASSE
22884922000141;WRIGHT MULTI FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
22428670000146;MABRUK MULTIMERCADO CRÉDITO PRIVADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;Multimercados
22428747000188;AFFINIA MULTIMERCADO CRÉDITO PRIVADO INV NO EXTERIOR FUNDO DE INV EM COTAS DE FUNDOS DE INV;Multimercados
22884934000176;WRIGHT CREDITO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
18623722000168;CA INDOSUEZ DEBÊNTURES INCENTIVADAS CRÉDITO PRIVADO FIC FI MULTIMERCADO;Multimercados
22428807000162;ITAÚ PERSONNALITÉ MULTIMERCADO YIELD PLUS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;Multimercados
22354050000100;QUARTZO FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
22013009000170;FUNDO DE INVESTIMENTO MULTIMERCADO WETTE INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;Multimercados
22003325000160;NEWCORP FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
19531908000150;ÓRAMA AÇÕES FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE AÇÕES;Ações
22899228000106;CSHG PREVIDENCIÁRIO WELFARE FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO;Multimercados
22899237000199;GAUSS ZURICH PREVIDENCIARIO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO;Multimercados
22899250000148;CSHG PREVIDENCIA MRF-CS FUNDO DE INVESTIMENTO MULTIMERCADO PREVIDENCIÁRIO - CRÉDITO PRIVADO;Multimercados
22899266000150;CSHG PREVIDENCIÁRIO ZURICH PORT MULTIESTRATÉGIA IA FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉD PRIV;Multimercados
22899277000130;FUNDO DE INVESTIMENTO MULTIMERCADO PREVIDENCIÁRIO IHARA II;Multimercados
21079697000108;CALAMBRIAO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
15586793000140;QW1 CRÉDITO PRIVADO FUNDO DE INVESTIMENTO MULTIMERCADO;Multimercados
22354046000141;PACIFICO MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;Multimercados
22672416000199;FLAMINGOS FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
22128319000130;MONGERAL AEGON HEDGE LONGO PRAZO FUNDO DE INVESTIMENTO MULTIMERCADO;Multimercados
21612763000163;BANYAN MULTIMERCADO CRÉDITO PRIVADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;Multimercados
20934408000148;ESPELHO ITAU ACTIVE FIX FUNDO DE INVESTIMENTO EM COTAS DE FI RENDA FIXA CRÉDITO PRIVADO;Renda Fixa
23028765000135;SÃO LUIS FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
20867132000122;VB INVEST FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
10410461000196;PIRATININGA FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;FIP
20814962000191;MHLM FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
22918180000128;SANTANDER FIC FI SELECT RENDA FIXA REFERENCIADO DI;Renda Fixa
22918192000152;SANTANDER SELECT FIC FI GLOBAL EQUITIES MULTIMERCADO  INVESTIMENTO NO EXTERIOR;Multimercados
22898855000114;BLUELITE FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
22898809000115;CAPRI  FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
17921463000199;AUSTRO FLEX FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;Multimercados
22884950000169;NUCLEOS VIII FUNDO DE INVESTIMENTO MULTIMERCADO;Multimercados
22672424000135;LESTE CREDIT FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
22899381000125;SAFARI MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;Multimercados
22918467000158;CSHG TAMBAU FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
22918500000140;CSHG AXIS FUNDO DE INVESTIMENTO EM AÇÕES - INVESTIMENTO NO EXTERIOR;Ações
22918520000110;CSHG JAZZ FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
22118295000138;HERMES FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR;Multimercados
22014375000143;SUMAÚMA MULTIMERCADO CRÉDITO PRIVADO FUNDO DE INVESTIMENTO - INVESTIMENTO NO EXTERIOR;Multimercados
22918483000140;USHUAIA FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;Multimercados
22918578000164;CSHG RFB FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO - CRED PRIV IE;Multimercados
22918492000131;CSHG SELF MADE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO - CRÉD PRIV IE;Multimercados
22918511000120;CSHG DFB FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO - CRÉD PRIV IE;Multimercados
22918456000178;MILENIUM 2 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO - CRÉD PRIV IE;Multimercados
22681938000157;LC GLOBAL MASTER FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
19821492000104;ESPELHO VERTICE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;Ações
19821760000198;ESPELHO KAPITALO KAPPA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;Multimercados
22949066000165;PROSPERUS IN FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
23176680000102;UP FUNDO DE INVESTIMENTO RENDA FIXA;Renda Fixa
22014363000119;JCTM II ALLOCATION FUND FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CP;Multimercados
23186344000132;ATHENA TOTAL RETURN II FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE AÇÕES;Ações
22014343000148;BR2 FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO;Renda Fixa
21186571000132;BNP PARIBAS AMARONE FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO - CRÉDITO PRIVADO;Multimercados
21261301000149;GLOBAL INCOME FI EM COTAS DE FI MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
21347538000147;BRADESCO FIC DE FI MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR AMARANTE;Multimercados
21347549000127;BRADESCO PRIVATE FDO DE INVESTIMENTO EM COTAS DE FDO DE INVESTIMENTO RENDA FIXA JURO REAL NTN-B 2024;Renda Fixa
21347613000170;BRADESCO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO IE 5WPRESERVAÇÃO;Multimercados
21079669000190;WELFARE AM FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
19821469000110;GLOBAL MACRO OPPORTUNITIES FI EM COTAS DE FI MULTIMERCADO INVESTIMENTO NO EXTERIOR - CLASSE A;Multimercados
23066503000165;COME ON MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR FUNDO DE INVES EM COTAS DE FDOS DE INV;Multimercados
21347568000153;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO PORTFÓLIO ARROJADO PGBL/VGBL;Multimercados
21347560000197;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO PORTFÓLIO DINÂMICO PGBL/VGBL;Multimercados
21347558000118;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO PORTFÓLIO MODERADO PGBL/VGBL;Multimercados
22918444000143;ECLIPSEON FUNDO DE INVESTIMENTO DE ACOES INVESTIMENTO NO EXTERIOR;Não Encontrado
22118281000114;LUTTER FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;Multimercados
21347601000145;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO SUPERAÇÃO;Multimercados
21347606000178;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO AMALISA;Multimercados
21347624000150;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO FOX;Multimercados
16607920000102;SANTANDER FI PREV NTN-B 2023 RENDA FIXA;Previdência
22773358000190;GLOBAL WESTERN ASSET MACRO OPPORTUNITIES FICFI MULTIMERCADO INVESTIMENTO NO EXTERIOR;Multimercados
22945988000102;NDS FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;Multimercados
21347608000167;BRADESCO FDO DE INVESTIMENTO EM COTAS DE FDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO GARDÊNIA;Multimercados
22963439000152;TREND OURO FUNDO DE INVESTIMENTO MULTIMERCADO;Multimercados
22684346000199;BETA FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;Multimercados
23066547000195;ITAÚ FLEXPREV PLATINUM VIII FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA;Renda Fixa
21347643000186;BRADESCO FIC DE FUNDOS DE INVESTIMENTO EM AÇÕES GLOBAL INVESTIMENTO NO EXTERIOR;Ações
22014279000103;XPCE IMOBILIÁRIO FI EM COTAS DE FI MULTIMERCADO CRÉDITO PRIVADO;Multimercados
22354037000150;RPS TOTAL RETURN D60 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;Multimercados
22946019000168;LIGHT BLUE FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
22918586000100;PANORAMA MASTER FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;Multimercados
22918606000143;CSHG NINI FUNDO DE INVESTIMENTO MULTIMERCADO - CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
23339865000182;CSHG 1560 FUNDO DE INVESTIMENTO MULTIMERCADO - CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
23339873000129;VERDE AM PREVIDÊNCIA II FIC DE FUNDOS DE INVESTIMENTO MULTIMERCADO PREVIDENCIÁRIO;Multimercados
23339924000112;VERDE AM ICATU PREVIDÊNCIA MASTER FUNDO DE INVESTIMENTO MULTIMERCADO PREVIDENCIÁRIO;Multimercados
22003609000157;ANGUS FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
23339936000147;VERDE AM ICATU PREVIDÊNCIA FIC DE FUNDOS DE INVESTIMENTO MULTIMERCADO PREVIDENCIÁRIO;Multimercados
23339953000184;VERDE AM PREVIDÊNCIA I FIC DE FUNDOS DE INVESTIMENTO MULTIMERCADO PREVIDENCIÁRIO;Multimercados
22884968000160;VPAN FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
22345400000171;BRAIN GMF FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
22353913000124;3L FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO IE;Multimercados
21186554000103;BNP PARIBAS APOEMA FUNDO DE INVESTIMENTO EM AÇÕES INVESTIMENTO NO EXTERIOR;Ações
21796732000100;CSHG CARTAGO FUNDO DE INVESTIMENTO MULTIMERCADO - CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
22918245000135;SANTANDER FIC FI RENDA FIXA SIMPLES;Renda Fixa
22918315000155;SANTANDER FIC FI PREV PB NTN-B 2023 II RENDA FIXA;Renda Fixa
22884986000142;MANDORLA PREV FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;Multimercados
22885031000100;CASH I FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;Multimercados
22945981000182;RETORNO ABSOLUTO PROFISSIONAL FUNDO DE INVESTIMENTO EM AÇÕES INVESTIMENTO NO EXTERIOR;Ações
22884997000122;ICATU SEG AMOREIRA FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;Multimercados
22014317000110;DINDA FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
22014290000165;TUPINAMBA FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
22014304000140;AUGURI FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
21596743000146;GLOBAL SCHRODER QUALITY EQUITIES INVESTIMENTO NO EXTERIOR FUNDO DE INVESTIMENTO EM AÇÕES;Ações
21255029000194;GLOBAL FRANKLIN TOTAL RETURN FI EM COTAS DE FI MULTIMERCADO INVESTIMENTO NO EXTERIOR;Multimercados
23066595000183;ITAÚ PERSONNALITÉ SELEÇÃO MULTIFUNDOS GLOBAL ALLOCATION MULTIMERCADO INVESTIMENTO NO EXTERIOR FICFI;Multimercados
23066583000159;ITAÚ PRIVATE GLOBAL ALLOCATION MODERATE MULTIMERCADO INVESTIMENTO NO EXTERIOR FICFI;Multimercados
23066527000114;ITAÚ MASTER GLOBAL ALLOCATION MODERATE MULTIMERCADO INVESTIMENTO NO EXTERIOR FUNDO DE INVESTIMENTO;Multimercados
23066612000182;ITAÚ YIELD MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;Multimercados
22809189000109;CSHG RIO DOURO FUNDO DE INVESTIMENTO MULTIMERCADO - CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
23339982000146;CSHG MAPLE TREE FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
23339998000159;PANORAMA CSHG FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;Multimercados
23340019000182;CSHG 1569 FUNDO DE INVESTIMENTO MULTIMERCADO - CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
23252569000140;FUNDO DE INVESTIMENTO MULTIMERCADO BORDEAUX I CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
23234138000150;FUNDO DE INVESTIMENTO MULTIMERCADO BORDEAUX II CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
23234140000120;FUNDO DE INVESTIMENTO MULTIMERCADO BORDEAUX III CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
23234158000121;FUNDO DE INVESTIMENTO MULTIMERCADO BORDEAUX IV CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
23234136000161;FUNDO DE INVESTIMENTO MULTIMERCADO BORDEAUX V CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
20906506000171;JRR FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO;Multimercados
22003688000104;METLIFE PLATINUM IMA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA;Renda Fixa
22654275000181;ESCORPIÃO FIC DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;Multimercados
22003665000191;METLIFE PLATINUM RV FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO BALANCEADO;Multimercados
22003626000194;METLIFE FUNDO DE INVESTIMENTO MULTIMERCADO MASTER TOTAL;Multimercados
23340055000146;CORAJE FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
22118342000143;ARX EXTRA MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;Multimercados
23066691000121;UNIVERSO D FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INV MULTIMERCADO CRÉDITO PRIVADO INV NO EXTER;Multimercados
23066701000129;ROUX FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIME;Multimercados
23352139000108;PALAS ATENA FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
23379201000147;ARCA FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR;Multimercados
23379180000160;LUCE FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
23066717000131;REPORT RENDA FIXA CRÉDITO PRIVADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;Renda Fixa
23216794000120;SULAMERICA MULTICARTEIRA MASTER PREV FUNDO DE INVESTIMENTO MULTIMERCADO;Multimercados
23216703000157;BB ECO CASH FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO;Renda Fixa
23216759000101;BB ECO STOCKS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;Ações
23216775000102;SULAMÉRICA TRUST FUNDO DE INVESTIMENTO MULTIMERCADO PREVIDENCIÁRIO CRÉDITO PRIVADO;Multimercados
21596763000117;LUDO II FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
22016573000146;TI TMF 2 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE;Multimercados
21170347000152;SICREDI - FUNDO DE INVESTIMENTO EM COTAS DE FI RENDA FIXA CREDITO PRIVADO EXECUTIVE LONGO PRAZO;Renda Fixa
22868413000125;FUNDO DE INVESTIMENTO MULTIMERCADO GULF CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
16608053000120;SANTANDER PB CHG MULTIMERCADO CRÉDITO PRIVADO FIC FI;Multimercados
22946029000101;GERA INVEST AÇÕES FUNDO DE INVESTIMENTO EM AÇÕES BDR NIVEL I INVESTIMENTO NO EXTERIOR;Ações
22016560000177;SAX FUNDO DE INVESTIMENTO EM AÇÕES INVESTIMENTO NO EXTERIOR;Ações
22232931000158;MPR FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;Multimercados
22985059000119;GROU SPO FUNDO DE INVESTIMENTOS EM AÇÕES;Ações
21347685000117;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO FLORESTA;Renda Fixa
22662135000155;HIX CAPITAL INSTITUCIONAL FUNDO DE INVESTIMENTO DE AÇÕES;Ações
23379378000143;BAHIA AM CÍCLOTRON E FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR;Multimercados
23352151000104;GUSBEL FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
23234155000198;PARAMITA FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
23263359000157;BRASIL PLURAL CRÉDITO CORPORATIVO ICATU PREVIDÊNCIA CRÉDITO PRIVADO FI EM COTAS DE FI RENDA FIXA;Renda Fixa
22032175000113;TOMMA FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO CREDITO PRIVADO LONGO PRAZO;Multimercados
23281762000109;FIMINHO FUNDO DE INVESTIMENTO MULTIMERCADO;Multimercados
22016550000131;CASCAIS MULTIMERCADO FUNDO DE INVESTIMENTO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
23028795000141;EXPLORA LATAM LONG BIASED FUNDO DE INVESTIMENTO MULTIMERCADO;Multimercados
23546086000158;BRASILPREV RT AQUILAM FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO CRÉDITO PRIVADO;Multimercados
23537023000135;BRASILPREV RT PETRAE FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO CRÉDITO PRIVADO;Multimercados
23537021000146;BRASILPREV RT IGNEUS FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO CRÉDITO PRIVADO;Multimercados
23526542000106;BRASILPREV RT TIGRIS FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO CRÉDITO PRIVADO;Multimercados
23526546000186;BRASILPREV RT RADIUS FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO CRÉDITO PRIVADO;Multimercados
22003723000187;BLACK FISH MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR FICFI;Multimercados
23225878000120;DOURADO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;Multimercados
23340266000189;BOM FUTURO FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
23340176000198;MEGA FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
23502671000156;SUL AMERICA BRASIL PLURAL FIC DE FUNDOS DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO;Renda Fixa
23502688000103;SUL AMERICA BRASIL PLURAL FDO DE INVEST EM COTAS DE FDOS DE INVEST RENDA FIXA II CRÉDITO PRIVADO;Renda Fixa
21347701000171;BRADESCO INSTITUCIONAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVEST EM AÇÕES SMART ALLOCATION;Ações
21347708000193;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTOS EM AÇÕES SMART ALLOCATION;Ações
23120582000145;ITAÚ UNICLASS FIDELIDADE RENDA FIXA REFERENCIADO DI FUNDO DE INV EM COTAS DE FUNDOS DE INV;Renda Fixa
21347710000162;BRADESCO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR PARATI;Multimercados
22344837000190;BUTIÁ FUNDAMENTAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE AÇÕES;Ações
23176627000101;ALBATROZ FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;Multimercados
22985070000189;XPCE II FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;Multimercados
23176630000117;VIXRAX FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;Multimercados
22003706000140;ITAÚ FLEXPREV IMA-B RENDA FIXA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;Renda Fixa
23541587000141;BR7 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;Multimercados
19670848000156;ITAÚ SAÚDE RENDA FIXA CRÉDITO PRIVADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;Renda Fixa
23234205000137;HAITY MULTIMERCADO CRÉDITO PRIVADO INV NO EXTERIOR FUNDO DE INV EM COTAS DE FUNDO INV;Multimercados
23379164000177;SANTANDER PREV PB BOM RETIRO MULT CRÉD PRIV FIC FI;Não Encontrado
23028810000151;GARWOOD II FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;Multimercados
23028824000175;PAISSANDU FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;Multimercados
23028829000106;PURITAMA FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;Multimercados
23379144000104;SANTANDER PREV PB BRISA MULT CRÉD PRIV FIC FI;Não Encontrado
21406113000161;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO EDUCAR;Renda Fixa
23352135000111;PHILOS FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;Multimercados
21347635000130;BRADESCO CORPORATE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVEST RENDA FIXA ALVO 2030 PGBL/VGBL;Renda Fixa
22654341000113;CSHG ALCANCE FUNDO DE INVESTIMENTO EM AÇÕES - INVESTIMENTO NO EXTERIOR;Ações
23340297000130;SEVEN GJP 888 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO - CRÉD PRIV IE;Multimercados
23340277000169;CSHG 1587 FUNDO DE INVESTIMENTO MULTIMERCADO - CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
23340167000105;FLORA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO IE;Multimercados
23379346000148;BODRUM FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
23379337000157;ESMERALDA FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
23352171000185;ROCHA PETERSEN FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
22344834000157;TOOL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE;Multimercados
23502724000139;SAFARI PREV FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;Multimercados
23028802000105;AMAN FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
23622637000115;SECRETARIO FUNDO DE INVESTIMENTO EM AÇÕES;Ações
